11,price,square,
297950,2,297.95,
575000,2.5,575,
196000,1,196,
465000,2.25,465,
560000,2,560,
729032,2.5,729.032,
470000,3.5,470,
562000,1.75,562,
452000,1.75,452,
1850000,3.25,1850,
679000,1.5,679,
550000,1.75,550,
355000,1.75,355,
655500,2.75,655.5,
591000,2,591,
235000,0,235,
925900,3.75,925.9,
605004,2,605.004,
727000,2.25,727,
315500,1.75,315.5,
657500,2.25,657.5,
775000,3.25,775,
300000,2.5,300,
449000,1.75,449,
110000,1,110,
190000,1.75,190,
265000,2.75,265,
780000,1.75,780,
250000,1,250,
775000,2,775,
447000,1,447,
535000,1.5,535,
500000,1,500,
527950,1.75,527.95,
575550,2.5,575.55,
600000,3.5,600,
367400,1.5,367.4,
250000,1,250,
350000,2.25,350,
245000,1.5,245,
383000,1,383,
197400,2,197.4,
120750,1.75,120.75,
490000,2.25,490,
535000,2.5,535,
339888,1.75,339.888,
799000,2.5,799,
751750,2,751.75,
314950,2.25,314.95,
500000,1,500,
925000,2.5,925,
335000,1,335,
229500,1,229.5,
307000,1,307,
929000,3.25,929,
775000,2.5,775,
305000,1,305,
544500,1,544.5,
785000,2.25,785,
380000,2,380,
860000,3.25,860,
984000,2.25,984,
777700,2.5,777.7,
522000,1,522,
365000,1,365,
537000,2.5,537,
119500,1,119.5,
1175000,2,1175,
370000,1.75,370,
1065000,2.5,1065,
455000,2.5,455,
300000,2.5,300,
625000,2.5,625,
990000,4,990,
294000,2.5,294,
1084500,2.75,1084.5,
760500,2,760.5,
599000,2.75,599,
402101,0.75,402.101,
567000,1.75,567,
549950,2.5,549.95,
825000,3.5,825,
975000,2.5,975,
389000,2.25,389,
578000,1.5,578,
328000,3.25,328,
625000,2.25,625,
535000,2.5,535,
286800,2.5,286.8,
535500,2.5,535.5,
396000,1,396,
777000,3.25,777,
524000,1.75,524,
750000,1.5,750,
350000,1,350,
365000,2.5,365,
249950,1,249.95,
435000,2.5,435,
392000,2.25,392,
408000,1,408,
371000,1,371,
490000,1.75,490,
515000,3,515,
730000,3.5,730,
305000,1,305,
522500,3,522.5,
195000,1,195,
770000,3.5,770,
300000,2.5,300,
246000,1,246,
425000,2.25,425,
501000,1.75,501,
1184000,2.5,1184,
200000,2.5,200,
420000,2.5,420,
615000,1.75,615,
529950,2.75,529.95,
1563100,3.5,1563.1,
671500,2.5,671.5,
213800,1,213.8,
850000,3.75,850,
920000,3.25,920,
355000,0,355,
240500,1,240.5,
260000,1,260,
415000,1,415,
95000,0.75,95,
806000,2.5,806,
1275000,2.5,1275,
648000,2.5,648,
186000,1,186,
135000,1,135,
352800,2.25,352.8,
312000,2.5,312,
387500,1,387.5,
300000,1.5,300,
245000,2.5,245,
437850,2.25,437.85,
345000,1,345,
301000,2.5,301,
580000,3.25,580,
523500,2,523.5,
162000,2.25,162,
417500,3,417.5,
499950,2,499.95,
319000,2.5,319,
1325000,3.75,1325,
455000,1.5,455,
676000,2.25,676,
252500,1.5,252.5,
397000,2.5,397,
309950,1.75,309.95,
810000,3.25,810,
499950,3.5,499.95,
494000,2.5,494,
385000,2,385,
350000,1,350,
322000,1,322,
359000,1.5,359,
640000,2.5,640,
465000,2.25,465,
894000,2.5,894,
391000,2.25,391,
575000,2.5,575,
575000,1,575,
4500000,5.5,4500,
770000,2.5,770,
249000,1,249,
344000,2.25,344,
820000,2.25,820,
525000,1,525,
362500,1.75,362.5,
260000,2.5,260,
595000,3,595,
615000,2.5,615,
649000,2.5,649,
235000,1,235,
975000,4.5,975,
780000,2.5,780,
208000,1,208,
397500,2.5,397.5,
275000,1.5,275,
260000,2.5,260,
453000,1.5,453,
404000,1.75,404,
400000,1,400,
700000,2.5,700,
1325000,3.25,1325,
585000,3.25,585,
423000,1.75,423,
562500,2.25,562.5,
589000,1.75,589,
399950,1,399.95,
555000,1.5,555,
695000,3.5,695,
749000,2.5,749,
285000,3,285,
465000,2,465,
563000,2.75,563,
500000,2.5,500,
600000,3.5,600,
409950,1,409.95,
282000,1,282,
280000,2.25,280,
550000,2,550,
415000,1,415,
295000,1.75,295,
585444,3.75,585.444,
305000,1.5,305,
325000,2.25,325,
255000,1.75,255,
475000,2.25,475,
260000,1.75,260,
400000,2,400,
950000,2.75,950,
314000,2.5,314,
576925,2.5,576.925,
425000,1.75,425,
925000,5.5,925,
695000,3,695,
335000,1,335,
492000,3.75,492,
330000,1,330,
289000,1.5,289,
780000,3,780,
847093,2.75,847.093,
870515,3.5,870.515,
285000,1.75,285,
590000,2,590,
428750,1,428.75,
693000,2.5,693,
334000,1,334,
809950,2,809.95,
218000,1.5,218,
1025000,2.75,1025,
546000,1,546,
350000,0.75,350,
762500,2.25,762.5,
856000,2.5,856,
315000,1,315,
231000,1,231,
638500,2.5,638.5,
1555000,3.5,1555,
305000,1.75,305,
293000,2.25,293,
228000,1,228,
582800,2.75,582.8,
650000,2.5,650,
445000,1,445,
820000,2.5,820,
345000,1,345,
352500,2,352.5,
326995,2.5,326.995,
1650000,4.5,1650,
657100,1,657.1,
885000,2.5,885,
545000,3.75,545,
812000,3.5,812,
263000,1.75,263,
234000,1,234,
390000,2.5,390,
349950,3.25,349.95,
333490,2.5,333.49,
299950,2.25,299.95,
735000,2.75,735,
315000,2.5,315,
300000,1,300,
418900,1.5,418.9,
425000,2.25,425,
330000,1,330,
587000,2.5,587,
402000,1.75,402,
310000,3,310,
575000,1.75,575,
770000,2.75,770,
470000,2,470,
424000,2.5,424,
412000,3.5,412,
475000,2.75,475,
638000,1,638,
884250,2.5,884.25,
855000,2.25,855,
650500,1.75,650.5,
325000,3,325,
410000,2,410,
685000,2.5,685,
367500,1.5,367.5,
765000,2.5,765,
643000,2.5,643,
474950,2.5,474.95,
427005,3,427.005,
2510000,3.25,2510,
985000,3.5,985,
592000,1.75,592,
1530000,2.25,1530,
575000,2.25,575,
660000,2.25,660,
350000,1,350,
312000,2.25,312,
813500,2,813.5,
335000,1.5,335,
340000,2.5,340,
330000,2.5,330,
515000,1,515,
545000,2.5,545,
320000,2.25,320,
425000,2,425,
300000,3.25,300,
586500,2.5,586.5,
375000,1.75,375,
340000,2.5,340,
570000,1.75,570,
458000,3.5,458,
419000,2.5,419,
1800000,2.5,1800,
710000,3.25,710,
411000,2,411,
499000,1.75,499,
416000,1,416,
787500,2.5,787.5,
545000,1.75,545,
538000,2.5,538,
553000,1,553,
485000,1.75,485,
562500,2.5,562.5,
469000,2.5,469,
464600,1.75,464.6,
830000,3,830,
270000,1.75,270,
919000,2.5,919,
508000,1,508,
450000,2.25,450,
580000,2.5,580,
431000,1,431,
402000,3.5,402,
615000,1.75,615,
368000,1.75,368,
304000,2.25,304,
352000,0.75,352,
624500,3,624.5,
552500,3,552.5,
338800,2.25,338.8,
409000,2.75,409,
399000,3,399,
1600000,3.5,1600,
403000,1,403,
340000,2.5,340,
306888,1.5,306.888,
442515,2.5,442.515,
378950,2,378.95,
560000,2,560,
325000,1.5,325,
600000,4.5,600,
368500,1.75,368.5,
616000,1.75,616,
90000,1,90,
1033890,3.25,1033.89,
525000,2.25,525,
635000,2.75,635,
678700,1.75,678.7,
335000,2,335,
455000,1,455,
375000,2.5,375,
425000,2.5,425,
980000,4,980,
320000,3,320,
368000,1.75,368,
193500,1,193.5,
650000,1.5,650,
375000,1.75,375,
375000,2.5,375,
475000,2.5,475,
1315000,3,1315,
771005,4.5,771.005,
156601,1.75,156.601,
554000,1,554,
970000,2.75,970,
520000,1,520,
206000,1.75,206,
422000,1,422,
597400,2.5,597.4,
705000,2.5,705,
738515,2.75,738.515,
852000,2.75,852,
575000,2.5,575,
1240000,3,1240,
450000,1,450,
248000,2.5,248,
345000,2.25,345,
380000,2,380,
365000,3.5,365,
355000,2.5,355,
861000,2,861,
1600000,2.25,1600,
565000,2.5,565,
690000,3.5,690,
280000,1,280,
1247000,1.25,1247,
460000,2.5,460,
775000,3.5,775,
539000,1,539,
160000,1,160,
687500,1,687.5,
2480000,5,2480,
378000,2.5,378,
495000,2.25,495,
720000,2.75,720,
390000,2.25,390,
565000,1.75,565,
325000,2.5,325,
1170000,2.5,1170,
317000,1.5,317,
252000,2,252,
577000,1.75,577,
400000,1.75,400,
400000,2,400,
293000,2.5,293,
753888,2.5,753.888,
665000,2,665,
132500,1,132.5,
985000,1.75,985,
1500000,1.75,1500,
879950,2.25,879.95,
325500,1.5,325.5,
350000,2,350,
250000,2,250,
320000,1,320,
790000,3,790,
810000,2,810,
632500,2.5,632.5,
438000,1.75,438,
915000,1,915,
292500,1.75,292.5,
176000,2.25,176,
485000,1.75,485,
415000,1.75,415,
325000,1.75,325,
770126,2.75,770.126,
333000,2.5,333,
205000,1.5,205,
261000,1,261,
398500,1,398.5,
499000,3.5,499,
235000,2.5,235,
270000,2.5,270,
1705000,3,1705,
500000,4.5,500,
540000,1.75,540,
1170000,2.75,1170,
1557600,2.5,1557.6,
180250,0.75,180.25,
865000,4,865,
165000,1,165,
870000,1.75,870,
465000,2.25,465,
335000,1.5,335,
725000,1.75,725,
299000,2.5,299,
449000,2.5,449,
332500,2.25,332.5,
430000,1.75,430,
561000,1.75,561,
390000,1.5,390,
390000,2.25,390,
257500,1.75,257.5,
730000,2.5,730,
185000,1.75,185,
309950,1.5,309.95,
428000,2,428,
935000,2.5,935,
625000,2.25,625,
375900,1.5,375.9,
570000,1.75,570,
314500,2.5,314.5,
521000,1,521,
318000,1,318,
294950,1,294.95,
195000,1,195,
289000,2.5,289,
412000,1,412,
575000,1.75,575,
1050000,2.5,1050,
509950,2.5,509.95,
189000,1,189,
715000,3.5,715,
306000,1,306,
1200690,3,1200.69,
410000,2,410,
445000,2,445,
445000,1,445,
344000,2,344,
320000,1.5,320,
200000,2,200,
214950,1.75,214.95,
429000,1.75,429,
435000,1.75,435,
350000,2.5,350,
457500,2.25,457.5,
390000,2.75,390,
299500,2.25,299.5,
625000,1,625,
359950,2,359.95,
1065000,2.5,1065,
553000,1,553,
2160000,3.5,2160,
645000,2.5,645,
525000,2.5,525,
370000,2.25,370,
375000,2.5,375,
857500,1.5,857.5,
428000,2.25,428,
270000,1.5,270,
725000,2.5,725,
949000,3,949,
1200000,4,1200,
502000,2,502,
250000,2.5,250,
259900,2,259.9,
342000,2.5,342,
475000,2,475,
600000,1,600,
475000,1.75,475,
432000,1,432,
569000,2,569,
230000,1,230,
392000,2.5,392,
605000,2.5,605,
447000,2.25,447,
265000,1.5,265,
369000,1.5,369,
134000,1.5,134,
499950,2.25,499.95,
325000,1.75,325,
170000,1,170,
285750,2.25,285.75,
539950,1.75,539.95,
2400000,3.25,2400,
395000,1.75,395,
315000,1,315,
210000,0.75,210,
1175000,3.25,1175,
215000,2.25,215,
225000,1.75,225,
735000,1.75,735,
284000,1.75,284,
250000,1.75,250,
1240000,5.5,1240,
495000,2,495,
1490000,2.5,1490,
750000,2.25,750,
385000,1.75,385,
220000,2,220,
446000,2.75,446,
1815000,4.5,1815,
480000,3.5,480,
272000,1,272,
310597,1.75,310.597,
485000,2.5,485,
525000,2,525,
580000,2.5,580,
685000,2.5,685,
1130000,3.25,1130,
170000,1,170,
628000,2.75,628,
540000,2,540,
299500,2.5,299.5,
300000,2.5,300,
365000,1.75,365,
460000,2.75,460,
455000,1.75,455,
500000,2.25,500,
530000,2.75,530,
2260000,3.5,2260,
505000,2.5,505,
471001,1.75,471.001,
390000,2.5,390,
491000,2,491,
184500,1.5,184.5,
650000,2.25,650,
364000,1.75,364,
225000,1,225,
400000,1,400,
427500,2,427.5,
590000,2,590,
619500,2.5,619.5,
975000,2.25,975,
855000,2,855,
811000,3,811,
450000,2.5,450,
499500,2.5,499.5,
250000,2.5,250,
750000,2.25,750,
170000,1,170,
1395000,3,1395,
304500,2,304.5,
203700,2,203.7,
225000,1,225,
875000,1.75,875,
283200,2.5,283.2,
325000,2.25,325,
675000,2.25,675,
779000,2.5,779,
552100,3,552.1,
343000,1,343,
425000,2.75,425,
585000,1.75,585,
444900,2.5,444.9,
268000,1.75,268,
421500,3,421.5,
250000,2,250,
400000,2.75,400,
140000,1,140,
998000,2.25,998,
260000,1,260,
401500,1,401.5,
600000,3.5,600,
432000,1.75,432,
180000,1,180,
725000,2,725,
350000,1.5,350,
251100,2.5,251.1,
404000,3,404,
305000,1,305,
405000,2.25,405,
292050,3,292.05,
270000,2.5,270,
390000,2.5,390,
852000,1,852,
742500,2.5,742.5,
305000,1,305,
590000,2.5,590,
535000,2,535,
303000,2.25,303,
543115,1,543.115,
1650000,4,1650,
925000,2.5,925,
870000,2.5,870,
675000,2.75,675,
831000,2.5,831,
200000,0.75,200,
740000,2.25,740,
880000,2.5,880,
1225000,2.25,1225,
543500,2.5,543.5,
657500,1.75,657.5,
559630,2.5,559.63,
465000,3,465,
450000,2,450,
499000,2.5,499,
779000,1.75,779,
670500,2,670.5,
754999,2.5,754.999,
975000,2.5,975,
370000,1,370,
633100,2.5,633.1,
397000,1.75,397,
410000,1.75,410,
559500,1.75,559.5,
399900,1.75,399.9,
324950,2,324.95,
260000,2.5,260,
1468000,3.25,1468,
657500,1.5,657.5,
595000,1.75,595,
884900,4.75,884.9,
356000,2.5,356,
592500,2,592.5,
1550000,2.5,1550,
348000,2,348,
1089000,3.25,1089,
450000,2.25,450,
546940,1,546.94,
305000,1.75,305,
530000,2.5,530,
290000,1,290,
320000,1.5,320,
239900,1,239.9,
290000,2.5,290,
639000,2,639,
605000,2,605,
423000,1.75,423,
440000,1.5,440,
380000,1.75,380,
685000,2.25,685,
360000,1.75,360,
515000,2.5,515,
1255000,2.5,1255,
525000,2.5,525,
390000,1,390,
650000,2.5,650,
825000,1.75,825,
355000,3,355,
350000,1,350,
359500,2.25,359.5,
455000,1,455,
2525000,5.5,2525,
250000,1.75,250,
540000,2.25,540,
150000,1,150,
699000,2.5,699,
575000,2,575,
625000,2.5,625,
310000,1,310,
550000,2.5,550,
1035480,3.25,1035.48,
325000,2,325,
290300,1,290.3,
224000,1.5,224,
688000,3,688,
402500,2.5,402.5,
560000,1,560,
196500,2,196.5,
570000,1.75,570,
249000,1.75,249,
505400,1.75,505.4,
571000,2.5,571,
410000,2.75,410,
689000,2.5,689,
205000,1,205,
307000,1,307,
180000,1,180,
415000,1.75,415,
409900,2.5,409.9,
401500,2.5,401.5,
480000,2.5,480,
1590000,2.25,1590,
490000,2.5,490,
520000,0.75,520,
802541,2.75,802.541,
880000,2,880,
309620,2.5,309.62,
358000,1,358,
299800,2.5,299.8,
1150000,2.5,1150,
462600,1.75,462.6,
785000,3.5,785,
577000,2.75,577,
352500,2.5,352.5,
325000,2.25,325,
435000,1,435,
475000,1.5,475,
590000,2.5,590,
600000,2.5,600,
412250,2,412.25,
1135250,4,1135.25,
550000,1,550,
555000,2,555,
282150,1,282.15,
500000,2.5,500,
428000,2,428,
689500,2.5,689.5,
390000,1.5,390,
250000,1,250,
490000,2.5,490,
538000,1.75,538,
325000,2.5,325,
325000,1,325,
576000,2.5,576,
365000,2.25,365,
329950,2.5,329.95,
665000,3,665,
361000,2.25,361,
875000,2.5,875,
410000,2.5,410,
561000,2.25,561,
1080000,2.75,1080,
453500,1.75,453.5,
359950,3.25,359.95,
850000,2.5,850,
579950,2.75,579.95,
199990,1,199.99,
799000,3.5,799,
896000,1.75,896,
435000,2.25,435,
254000,1,254,
860000,2.5,860,
550000,2,550,
490000,2.5,490,
217500,1.75,217.5,
245000,1.75,245,
410000,1.5,410,
740000,3.5,740,
943500,2.25,943.5,
500000,1.75,500,
560000,1.75,560,
555000,3.5,555,
333000,1,333,
544300,1.75,544.3,
250000,2,250,
275000,2,275,
212000,2,212,
2250000,4.25,2250,
1014250,1,1014.25,
426000,1,426,
380000,3,380,
540000,1,540,
185000,1.5,185,
735000,2.5,735,
925000,3.5,925,
355000,1.75,355,
347500,3,347.5,
412000,1.75,412,
255000,1.5,255,
750000,2.5,750,
305000,1,305,
600000,2.75,600,
703770,2.25,703.77,
780000,2.75,780,
879950,2.75,879.95,
1245000,3,1245,
1100000,2.5,1100,
360000,1.5,360,
340000,2,340,
250000,1.5,250,
230500,2.25,230.5,
762300,2.5,762.3,
400000,1.5,400,
340500,1,340.5,
485000,2.5,485,
372977,2.5,372.977,
438000,1.75,438,
490000,2.5,490,
454800,2.25,454.8,
1295000,3.5,1295,
500000,2.5,500,
333000,2.5,333,
249000,2,249,
453000,2.75,453,
675000,1.75,675,
1385000,3.25,1385,
370000,2.5,370,
636100,1,636.1,
230000,1,230,
620047,1.75,620.047,
265000,1,265,
185000,1.5,185,
730000,2.75,730,
405000,2.5,405,
725000,2.5,725,
306000,1.75,306,
262000,1.5,262,
360000,2,360,
550000,2.5,550,
555700,2,555.7,
239975,2.5,239.975,
396000,1,396,
780000,1,780,
260000,2.5,260,
640000,1.75,640,
559950,2.5,559.95,
453000,2.5,453,
363000,3,363,
262000,2.5,262,
800000,2.75,800,
517000,1.75,517,
598500,2.5,598.5,
429950,2.25,429.95,
492000,1.75,492,
535000,2.25,535,
448500,2.5,448.5,
572650,2.5,572.65,
350500,2.25,350.5,
190000,1.75,190,
250000,1,250,
525000,3.5,525,
402000,2.75,402,
485000,2,485,
630000,3.5,630,
1205000,4.25,1205,
370000,2.25,370,
515000,2.5,515,
580000,2.5,580,
500000,1.75,500,
380000,1,380,
345000,1.75,345,
448000,1,448,
1400000,3.25,1400,
369500,2,369.5,
301000,1.75,301,
615000,1.75,615,
471000,2.25,471,
245000,2,245,
950000,2.5,950,
549950,2.5,549.95,
300000,1,300,
1098000,3.25,1098,
939000,3.5,939,
900000,2.5,900,
340000,2.25,340,
440000,2.5,440,
420000,1,420,
215000,1.5,215,
565000,2.75,565,
638700,1.75,638.7,
695000,2.25,695,
540000,2.5,540,
577500,2.5,577.5,
270000,1,270,
427000,2.75,427,
429000,1.75,429,
530000,1.75,530,
208000,1,208,
445000,1,445,
1320000,1.75,1320,
207000,2.5,207,
778983,2.5,778.983,
435000,2.5,435,
720000,1.5,720,
550000,0.75,550,
286000,1,286,
288000,2.5,288,
1200000,2.25,1200,
936000,1.75,936,
141800,1,141.8,
395000,1.75,395,
881000,3,881,
230000,2,230,
635000,3.5,635,
468000,2.5,468,
315500,1,315.5,
185000,1,185,
442500,2.5,442.5,
216000,2.5,216,
440000,2.5,440,
297000,2.25,297,
427800,1.75,427.8,
572500,1,572.5,
365000,1.5,365,
756000,2.5,756,
345000,1.75,345,
819000,2.75,819,
262000,2.5,262,
290000,1,290,
660000,3,660,
229950,1.75,229.95,
235000,1,235,
523950,2.25,523.95,
485000,2.5,485,
1500000,4.25,1500,
361000,1.5,361,
537000,2,537,
525000,2.5,525,
277950,2.5,277.95,
295000,2,295,
540000,3,540,
357000,1.75,357,
715000,2.5,715,
380000,2.5,380,
1735000,3.5,1735,
254000,2,254,
370000,2.5,370,
277000,1,277,
725000,2.5,725,
705000,2.75,705,
389100,1,389.1,
350000,1.75,350,
1062000,2.75,1062,
105500,1,105.5,
775000,2.75,775,
260000,1.75,260,
753000,1.75,753,
705640,2.25,705.64,
293550,1.75,293.55,
381000,2,381,
435000,2.25,435,
412000,1,412,
1295000,2.75,1295,
272000,2.5,272,
300000,1,300,
391000,2,391,
400000,2.5,400,
975000,2.5,975,
237000,2,237,
358000,2,358,
375000,1,375,
959000,3.25,959,
403000,1,403,
290000,2,290,
306000,1.75,306,
535000,3,535,
700000,3.5,700,
440000,1.75,440,
2400000,3.5,2400,
275000,1.75,275,
2300000,4,2300,
221000,1,221,
317625,2.75,317.625,
362500,1.5,362.5,
609950,2.25,609.95,
829900,3.5,829.9,
725000,2.5,725,
595000,2.25,595,
259000,1.75,259,
353000,2.25,353,
182000,1,182,
750000,2.5,750,
400000,2,400,
1989000,2.5,1989,
920000,2.25,920,
540000,1,540,
975000,2.5,975,
694000,2.5,694,
355900,2.5,355.9,
885000,2.25,885,
252000,1.75,252,
612000,3,612,
320000,1,320,
246000,2.5,246,
277000,2.25,277,
1230000,2.5,1230,
595000,2.5,595,
635000,3,635,
295000,1.75,295,
920000,2.75,920,
460000,2.25,460,
152000,1,152,
402395,2.5,402.395,
269950,2.5,269.95,
710000,1.75,710,
250000,2.5,250,
403500,2.75,403.5,
340000,2.5,340,
590000,1,590,
224000,1,224,
615000,2.5,615,
295000,1,295,
950000,2.5,950,
230000,2,230,
459500,1.5,459.5,
2500000,3.25,2500,
254000,1,254,
247500,2.25,247.5,
560000,1.5,560,
1156000,3.5,1156,
589950,2,589.95,
465000,2.5,465,
230000,1,230,
900000,3,900,
453000,1.75,453,
230000,2,230,
246000,1.5,246,
400000,2.25,400,
689888,2.25,689.888,
463000,1,463,
253500,1.5,253.5,
799200,3,799.2,
300000,1,300,
375000,2.5,375,
295000,1,295,
262000,2.5,262,
404000,1,404,
250275,1,250.275,
680000,1,680,
1425000,2.5,1425,
315000,1,315,
449950,1.75,449.95,
474000,1,474,
675000,1.75,675,
355500,1,355.5,
2050000,3,2050,
296000,1.75,296,
751000,2.5,751,
340000,1.75,340,
300000,2.5,300,
334000,1.5,334,
965000,3.5,965,
485000,1.75,485,
296500,1,296.5,
193000,1,193,
107000,1.5,107,
665000,1.75,665,
434900,2,434.9,
445000,1.75,445,
1015000,2.5,1015,
328000,2.5,328,
400000,1.5,400,
251000,1,251,
250000,1,250,
228000,1.75,228,
252500,2,252.5,
535000,1.75,535,
290000,1,290,
352000,2.75,352,
860000,1.75,860,
430000,2.25,430,
1200000,3.5,1200,
455000,1.75,455,
738000,3,738,
274800,1.75,274.8,
447000,1,447,
250000,1.5,250,
548500,1,548.5,
367777,3,367.777,
1110000,3.5,1110,
240000,2.25,240,
600000,2.25,600,
680000,2.5,680,
340000,2.5,340,
440000,1.5,440,
380000,2.5,380,
324950,1.5,324.95,
449950,2.25,449.95,
860000,3.25,860,
430000,2,430,
1325000,2.5,1325,
490000,1,490,
799990,3.5,799.99,
1430000,2.5,1430,
570000,1.75,570,
102500,1,102.5,
949990,4,949.99,
336500,2.5,336.5,
707000,2.5,707,
2750000,3.25,2750,
273500,2.75,273.5,
700000,3,700,
1749000,2.5,1749,
414000,2.5,414,
575000,2.5,575,
441000,2.5,441,
750000,2,750,
226450,1.75,226.45,
507500,2,507.5,
577500,1.75,577.5,
655000,2.5,655,
200000,1.75,200,
1398000,2.25,1398,
163500,1,163.5,
1350000,4.5,1350,
280000,2.5,280,
570000,2.5,570,
587100,2.25,587.1,
530000,2.5,530,
156000,0.75,156,
469500,2.5,469.5,
545000,2.5,545,
963000,3.25,963,
335000,1.75,335,
390000,2.5,390,
315000,2.5,315,
315000,2.5,315,
485000,1.75,485,
377500,2.5,377.5,
260000,1,260,
241450,1,241.45,
275000,2,275,
500000,2.5,500,
795000,2.5,795,
405000,1.75,405,
550000,2.75,550,
485000,2.25,485,
245000,1,245,
345000,1.75,345,
518500,3.5,518.5,
320000,2.25,320,
898000,2.25,898,
870000,3.5,870,
225900,1,225.9,
490000,2.5,490,
397500,1.25,397.5,
319950,2.5,319.95,
187000,1.75,187,
685000,1.75,685,
450000,2.5,450,
174000,1,174,
570000,3.75,570,
179950,1.5,179.95,
471000,2.5,471,
340000,1.75,340,
291000,2.5,291,
425000,2.5,425,
436500,1,436.5,
1405000,3.5,1405,
300000,2.25,300,
205000,1,205,
247000,2,247,
735000,2.25,735,
685000,2.5,685,
352500,2.5,352.5,
545000,1.75,545,
335000,1,335,
300000,1.75,300,
565000,2,565,
429900,1.5,429.9,
1250000,3.25,1250,
270000,1,270,
720000,2.5,720,
510000,1.75,510,
215000,1.75,215,
350000,1.75,350,
277000,1,277,
1145000,2.25,1145,
550000,2.5,550,
518500,3,518.5,
210490,1,210.49,
543500,2.25,543.5,
335000,1.5,335,
423800,2.5,423.8,
150000,2,150,
199950,1,199.95,
250000,1,250,
198000,1,198,
658000,1.5,658,
681500,2.75,681.5,
252000,1.75,252,
265000,1.5,265,
780000,2.5,780,
353250,1,353.25,
500000,1,500,
1049000,2.25,1049,
245000,1.75,245,
665000,2.5,665,
190000,1,190,
826000,1,826,
319000,1.5,319,
199400,1,199.4,
980000,2.25,980,
675000,3,675,
583000,2.75,583,
263000,1.75,263,
398000,2,398,
418000,2.5,418,
735000,3,735,
780000,2.5,780,
334950,1.75,334.95,
311000,3,311,
582000,1.75,582,
275000,1.75,275,
1197350,2.5,1197.35,
135000,1,135,
309212,1.75,309.212,
244000,1,244,
219950,1.5,219.95,
165000,1,165,
1225000,2.5,1225,
585000,2.5,585,
250000,1.75,250,
667000,1.75,667,
972000,3.25,972,
335620,2.25,335.62,
450000,4,450,
349990,1,349.99,
517500,1.5,517.5,
435000,1.5,435,
825000,2.5,825,
466800,2.5,466.8,
950000,2.5,950,
1321500,3,1321.5,
1865000,2.5,1865,
1101000,1.5,1101,
545000,2.25,545,
447000,1,447,
357823,1.5,357.823,
925000,3,925,
550000,1.75,550,
390000,2.25,390,
475000,3,475,
432500,2.5,432.5,
330000,2.5,330,
435000,2.5,435,
545000,2,545,
704300,1.5,704.3,
593700,2.5,593.7,
555000,1.5,555,
309500,1,309.5,
425000,2.25,425,
385000,3.25,385,
475000,1.75,475,
685000,1.5,685,
375000,1,375,
416500,2,416.5,
345000,1,345,
195000,1,195,
630000,2.5,630,
380000,1,380,
370900,1.5,370.9,
440000,2,440,
420000,1.75,420,
365500,1,365.5,
310000,2.5,310,
783200,2,783.2,
190000,1,190,
569950,2.75,569.95,
319000,2.25,319,
244000,1.75,244,
392500,2,392.5,
210000,1.75,210,
353000,1.5,353,
228800,2.5,228.8,
260000,2,260,
342000,2,342,
248000,1,248,
270000,2.25,270,
1699000,3.25,1699,
320000,3.25,320,
582000,2.5,582,
800000,2.25,800,
575000,2,575,
570000,2,570,
1650000,3.25,1650,
796500,2.75,796.5,
216000,1,216,
261500,2.5,261.5,
370350,3.5,370.35,
500000,1.75,500,
595500,2.5,595.5,
801000,3.5,801,
685000,1,685,
766950,2.5,766.95,
640000,2,640,
605000,2.25,605,
350000,2.75,350,
205000,1.5,205,
350000,1,350,
172040,2.25,172.04,
268500,1.75,268.5,
500000,1.75,500,
1100000,3.25,1100,
440000,2.25,440,
140000,1,140,
1288000,3.5,1288,
645000,1.75,645,
740000,2.25,740,
520000,2.75,520,
1030000,2.5,1030,
500000,3.25,500,
344000,2,344,
380000,1,380,
1420000,3.25,1420,
700000,2.5,700,
500000,1.75,500,
330000,2.5,330,
280000,1,280,
450000,2.5,450,
653000,2.5,653,
375000,2.5,375,
513000,2,513,
1086000,3,1086,
357500,1,357.5,
287500,2.5,287.5,
231500,2.25,231.5,
499000,2.25,499,
315000,1.75,315,
450000,1.75,450,
500000,2,500,
850000,3.5,850,
538000,2.5,538,
490000,2.75,490,
485000,2.5,485,
255000,1,255,
824000,3.5,824,
560000,2,560,
227000,1,227,
315000,1.75,315,
294000,1.75,294,
915000,2.5,915,
570000,2.5,570,
567035,2,567.035,
517100,1.75,517.1,
307000,1.5,307,
635000,3.25,635,
292000,1.75,292,
247000,1,247,
660000,2.5,660,
352000,2.5,352,
1078500,3.5,1078.5,
325000,2.25,325,
622000,2.25,622,
656000,1.75,656,
660000,2.25,660,
213500,1.5,213.5,
720000,4,720,
680000,2.75,680,
2320000,3.5,2320,
528000,2.5,528,
805000,2.5,805,
163250,1,163.25,
539950,2.5,539.95,
500000,2.25,500,
720000,2,720,
640000,2.5,640,
621000,2.75,621,
278000,2.25,278,
275000,2.5,275,
825000,2.75,825,
700000,1.75,700,
709000,2.75,709,
632500,2.5,632.5,
631000,4,631,
384950,1,384.95,
275000,1,275,
263500,1.75,263.5,
311600,2.25,311.6,
1375000,3.5,1375,
340000,2.5,340,
275250,2.25,275.25,
720000,1.75,720,
652500,1.75,652.5,
525000,1,525,
498800,1.75,498.8,
865000,1.75,865,
475000,2.5,475,
378000,2.5,378,
645000,1,645,
